sample_id,source_hessian_file,sample_key,method_id,method_display_name,category,level_of_theory,atom_count,formula,mapped_nonisomeric_smiles,charge,spin,energy,hessian_shape,hessian_4d_shape,reference_hessian_shape,file_size_bytes,sha256,path,original_path
67,hessian_0.h5,0044176590155a78b7dd9262c0d56a42,orca_wb97m_d4_def2_tzvpd,ORCA wB97M-D4/def2-TZVPD,dft,wB97M-D4/def2-TZVPD analytic Hessians with RIJCOSX,18,C6H8N2O2,[C:1]([C:2]([O:6][C:9](=[O:10])[C:11]1=[C:12]([H:14])[C:15]([H:17])([H:18])[N:16]=[N:13]1)([H:7])[H:8])([H:3])([H:4])[H:5],0,0,-493.680563600546,54x54,,54x54,61128,f49c4e38f3e275106d0d3694657350811f77dee256a9a2bf8aaaf8231be3bed1,hessians/orca/wb97m_d4_def2_tzvpd/hessian_0_sample_00067.h5,results/hessians/orca_wb97m_d4_def2_tzvpd/hessian_0_sample_67_orca_wb97m_d4_def2_tzvpd.h5
77,hessian_0.h5,0049a5a715945177b6552c159f98743d,orca_wb97m_d4_def2_tzvpd,ORCA wB97M-D4/def2-TZVPD,dft,wB97M-D4/def2-TZVPD analytic Hessians with RIJCOSX,18,C8H6ClFNO,[C:1]([C:2](=[O:3])[N-:4][c:5]1[c:6]([H:16])[c:7]([H:17])[c:8]([H:18])[c:9]([Cl:10])[c:11]1[F:12])([H:13])([H:14])[H:15],-1,0,-998.969772736057,54x54,,54x54,61128,96e3d2a0f46b487f7ce487a6fa9a345b4db6f5e3ea18559a9d321df757aca503,hessians/orca/wb97m_d4_def2_tzvpd/hessian_0_sample_00077.h5,results/hessians/orca_wb97m_d4_def2_tzvpd/hessian_0_sample_77_orca_wb97m_d4_def2_tzvpd.h5
78,hessian_0.h5,004be756253b56578c22bf5af8098f34,orca_wb97m_d4_def2_tzvpd,ORCA wB97M-D4/def2-TZVPD,dft,wB97M-D4/def2-TZVPD analytic Hessians with RIJCOSX,40,C13H25PS,[S:1]=[P:2]([C:3]1([H:6])[C:7]([H:9])([H:10])[C:11]([H:12])([H:13])[C:14]([H:15])([H:16])[C:17]([H:18])([H:19])[C:8]1([H:20])[H:21])([C:4]1([H:22])[C:23]([H:25])([H:26])[C:27]([H:28])([H:29])[C:30]([H:31])([H:32])[C:33]([H:34])([H:35])[C:24]1([H:36])[H:37])[C:5]([H:38])([H:39])[H:40],0,0,-1250.493052820697,120x120,,120x120,246888,5c538fd1674e9d70296546c6f2fecf2e3bc5ed96529717d2ec46f61bb5522dab,hessians/orca/wb97m_d4_def2_tzvpd/hessian_0_sample_00078.h5,results/hessians/orca_wb97m_d4_def2_tzvpd/hessian_0_sample_78_orca_wb97m_d4_def2_tzvpd.h5
81,hessian_0.h5,0051adb41e6a5d368ec49c0d427d70f6,orca_wb97m_d4_def2_tzvpd,ORCA wB97M-D4/def2-TZVPD,dft,wB97M-D4/def2-TZVPD analytic Hessians with RIJCOSX,38,C13H17N3O4S,[C:1]([c:2]1[c:3]([H:25])[c:4]([H:26])[c:5]([H:27])[n:6][c:7]1[S:8](=[O:9])(=[O:10])[N:11]1[C:12]([H:28])([H:29])[C:13]([H:30])([H:31])[C:14](=[O:15])[N:16]([H:32])[C:17]([H:33])([H:34])[C:18]12[C:19]([H:35])([H:36])[O:20][C:21]2([H:37])[H:38])([H:22])([H:23])[H:24],0,0,-1369.627804122217,114x114,,114x114,224424,4f9154d6613b7e73373e8b0969106b06ce11c493444a4bbe24e7608687e4b140,hessians/orca/wb97m_d4_def2_tzvpd/hessian_0_sample_00081.h5,results/hessians/orca_wb97m_d4_def2_tzvpd/hessian_0_sample_81_orca_wb97m_d4_def2_tzvpd.h5
88,hessian_0.h5,0056a409c05b5feb96bd58d7242f2a67,orca_wb97m_d4_def2_tzvpd,ORCA wB97M-D4/def2-TZVPD,dft,wB97M-D4/def2-TZVPD analytic Hessians with RIJCOSX,36,C14H16NO5,[C:1]([C:2]1=[C:3]([C:4]([H:24])([H:25])[H:26])[C:5](=[O:6])[C:7]2([H:27])[C:8]3([H:28])[C:9](=[C:10]([C:11]([H:29])([H:30])[H:31])[O-:12])[C:13](=[O:14])[N:15]([H:32])[C:16]3([H:33])[O:17][C:18]2([O:19][H:34])[C:20]1([H:35])[H:36])([H:21])([H:22])[H:23],-1,0,-974.74387340849,108x108,,108x108,203112,53caa89a8ca38ab042f0fe9a09edbea2d9552e82e3723b26d6c36efd28b65e61,hessians/orca/wb97m_d4_def2_tzvpd/hessian_0_sample_00088.h5,results/hessians/orca_wb97m_d4_def2_tzvpd/hessian_0_sample_88_orca_wb97m_d4_def2_tzvpd.h5
92,hessian_0.h5,005a0d1991a15591823ee24e311d5e9c,orca_wb97m_d4_def2_tzvpd,ORCA wB97M-D4/def2-TZVPD,dft,wB97M-D4/def2-TZVPD analytic Hessians with RIJCOSX,16,C7H3FN2O2S,[N:1]#[C:2][S:3][c:4]1[c:5]([H:8])[c:7]([H:10])[c:9]([H:12])[c:11]([F:13])[c:6]1[N+:14](=[O:15])[O-:16],0,0,-1026.883261365552,48x48,,48x48,51336,839be5dda980a35f3ccbaf288b93fb41ab0866dcdcf9f841008b9eaddb2e3d9d,hessians/orca/wb97m_d4_def2_tzvpd/hessian_0_sample_00092.h5,results/hessians/orca_wb97m_d4_def2_tzvpd/hessian_0_sample_92_orca_wb97m_d4_def2_tzvpd.h5
160,hessian_0.h5,00973ff0c86d56dab54ccbda2337682c,orca_wb97m_d4_def2_tzvpd,ORCA wB97M-D4/def2-TZVPD,dft,wB97M-D4/def2-TZVPD analytic Hessians with RIJCOSX,49,C15H30O3Si,[C:1]([C:2]([C:3]([C:4]([C:5]([C:6]([C:7]([C:8](=[C:9]([C:10]([H:35])([H:36])[H:37])[H:34])[H:33])([O:11][C:12](=[O:13])[C:14]([H:38])([H:39])[H:40])[H:32])([O:15][Si:16]([C:17]([H:41])([H:42])[H:43])([C:18]([H:44])([H:45])[H:46])[C:19]([H:47])([H:48])[H:49])[H:31])([H:29])[H:30])([H:27])[H:28])([H:25])[H:26])([H:23])[H:24])([H:20])([H:21])[H:22],0,0,-1105.489262517026,147x147,,147x147,362536,c68e77bd4bdfdd56ade801198ee8d0c007cf0af35ca4e0c8894c19f4f492fad8,hessians/orca/wb97m_d4_def2_tzvpd/hessian_0_sample_00160.h5,results/hessians/orca_wb97m_d4_def2_tzvpd/hessian_0_sample_160_orca_wb97m_d4_def2_tzvpd.h5
220,hessian_0.h5,00eba27f305a5896aa01d763ba3114ed,orca_wb97m_d4_def2_tzvpd,ORCA wB97M-D4/def2-TZVPD,dft,wB97M-D4/def2-TZVPD analytic Hessians with RIJCOSX,8,C4H2BO,[B:1]1=[C-:2][C:3](=[O:4])[C:5]([H:7])=[C:6]1[H:8],-1,0,-253.73707769766,24x24,,24x24,23688,991539571fefac003efc39f8e2af77b25ba9a6b036c63505808f085f20228e13,hessians/orca/wb97m_d4_def2_tzvpd/hessian_0_sample_00220.h5,results/hessians/orca_wb97m_d4_def2_tzvpd/hessian_0_sample_220_orca_wb97m_d4_def2_tzvpd.h5
231,hessian_0.h5,00f97ab1bc1b5a739cfff12bf8a8948c,orca_wb97m_d4_def2_tzvpd,ORCA wB97M-D4/def2-TZVPD,dft,wB97M-D4/def2-TZVPD analytic Hessians with RIJCOSX,48,C21H26O,[H:1][C:2]([C:3]([c:6]1[c:9]([H:11])[c:12]([H:13])[c:14]([C:15]([H:37])([H:38])[H:39])[c:16]([C:17]([H:40])([H:41])[H:42])[c:10]1[H:18])([c:7]1[c:19]([C:21]([H:43])([H:44])[H:45])[c:22]([H:23])[c:24]([C:25]([H:46])([H:47])[H:48])[c:26]2[c:20]1[O:28][C:29]([H:30])([H:31])[C:32]([H:33])([H:34])[C:27]2([H:35])[H:36])[H:8])([H:4])[H:5],0,0,-891.735844378755,144x144,,144x144,348520,467ffa6d3a2562340a244ce267d368c48cfd232376754c8db2ab86b01610a03d,hessians/orca/wb97m_d4_def2_tzvpd/hessian_0_sample_00231.h5,results/hessians/orca_wb97m_d4_def2_tzvpd/hessian_0_sample_231_orca_wb97m_d4_def2_tzvpd.h5
245,hessian_0.h5,010ae2322182534fa8f29aac804f895c,orca_wb97m_d4_def2_tzvpd,ORCA wB97M-D4/def2-TZVPD,dft,wB97M-D4/def2-TZVPD analytic Hessians with RIJCOSX,14,C5H6N2O,[C:1]([c:2]1[c:3]([H:12])[n:4][n:5][c:6]([O:7][H:13])[c:8]1[H:14])([H:9])([H:10])[H:11],0,0,-379.09736634084,42x42,,42x42,42696,2eb8f32a4b26681997d06e0894a845c8c461d20a79c75a6d375f96902630c65b,hessians/orca/wb97m_d4_def2_tzvpd/hessian_0_sample_00245.h5,results/hessians/orca_wb97m_d4_def2_tzvpd/hessian_0_sample_245_orca_wb97m_d4_def2_tzvpd.h5
294,hessian_0.h5,01443f4363cf51af9ba0b1b0d0d5b34b,orca_wb97m_d4_def2_tzvpd,ORCA wB97M-D4/def2-TZVPD,dft,wB97M-D4/def2-TZVPD analytic Hessians with RIJCOSX,48,C20H24N4,[C:1]([c:2]1[c:3]([H:6])[c:5]([C:7]([H:43])([H:44])[H:45])[c:8]2[n:9][c:11]3[n:12]([H:15])[n:14][c:16]([C:17]([H:46])([H:47])[H:48])[c:13]3[c:18]([C:19]([N:20]3[C:23]4([H:27])[C:25]([H:29])([H:30])[C:28]([H:31])([H:32])[C:24]3([H:34])[C:33]([H:35])([H:36])[C:26]4([H:37])[H:38])([H:21])[H:22])[c:10]2[c:4]1[H:39])([H:40])([H:41])[H:42],0,0,-996.266137451985,144x144,,144x144,348520,600917f1365649803e4b7be37f3e0197975c24ee141f155e23c08a6535fc996d,hessians/orca/wb97m_d4_def2_tzvpd/hessian_0_sample_00294.h5,results/hessians/orca_wb97m_d4_def2_tzvpd/hessian_0_sample_294_orca_wb97m_d4_def2_tzvpd.h5
316,hessian_0.h5,015c245aa8b8526dae04e673589ee870,orca_wb97m_d4_def2_tzvpd,ORCA wB97M-D4/def2-TZVPD,dft,wB97M-D4/def2-TZVPD analytic Hessians with RIJCOSX,12,C6H2BrFN2,[N:1]#[C:2][c:3]1[n:4][c:5]([H:11])[c:6]([F:7])[c:8]([H:12])[c:9]1[Br:10],0,0,-3013.612560202308,36x36,,36x36,35208,b3c6617a6d074b97e91dafb0effcadf1413c30709c9da708143d29bc48356fbd,hessians/orca/wb97m_d4_def2_tzvpd/hessian_0_sample_00316.h5,results/hessians/orca_wb97m_d4_def2_tzvpd/hessian_0_sample_316_orca_wb97m_d4_def2_tzvpd.h5
318,hessian_0.h5,0161ee3eb9e055af86a452a5baa943e6,orca_wb97m_d4_def2_tzvpd,ORCA wB97M-D4/def2-TZVPD,dft,wB97M-D4/def2-TZVPD analytic Hessians with RIJCOSX,12,C3H5N3S,[H:1][C:2]([S:3][c:6]1[n:7][n:10]([H:12])[c:9]([H:11])[n:8]1)([H:4])[H:5],0,0,-680.01171335115,36x36,,36x36,35208,90e2bb6494b24b362de2e3b69fc08b3fa53480e42b395fecdc323f75a6a77b8b,hessians/orca/wb97m_d4_def2_tzvpd/hessian_0_sample_00318.h5,results/hessians/orca_wb97m_d4_def2_tzvpd/hessian_0_sample_318_orca_wb97m_d4_def2_tzvpd.h5
609,hessian_0.h5,028b03a549655f74afe61824ecdb834b,orca_wb97m_d4_def2_tzvpd,ORCA wB97M-D4/def2-TZVPD,dft,wB97M-D4/def2-TZVPD analytic Hessians with RIJCOSX,50,C25H21N3O,[C:1]([O:2][N:3]=[C:4]1[c:5]2[c:7]([H:9])[c:10]([C:11]([H:45])([H:46])[H:47])[c:12]([H:13])[c:14]([H:15])[c:8]2-[c:16]2[c:6]1[c:34]1[c:32]([n:19][c:17]2[N:18]([c:20]2[c:22]([H:24])[c:25]([H:26])[c:27]([H:28])[c:29]([C:30]([H:48])([H:49])[H:50])[c:23]2[H:31])[H:21])[c:33]([H:35])[c:36]([H:37])[c:38]([H:39])[c:40]1[H:41])([H:42])([H:43])[H:44],0,0,-1205.586364187149,150x150,,150x150,376840,0220b7b8347c74ba9117a68fcdd1f4638c97ef3a4310a06ee51aef229cd6a7ad,hessians/orca/wb97m_d4_def2_tzvpd/hessian_0_sample_00609.h5,results/hessians/orca_wb97m_d4_def2_tzvpd/hessian_0_sample_609_orca_wb97m_d4_def2_tzvpd.h5
798,hessian_0.h5,0356689a791354ffafe985e590b26136,orca_wb97m_d4_def2_tzvpd,ORCA wB97M-D4/def2-TZVPD,dft,wB97M-D4/def2-TZVPD analytic Hessians with RIJCOSX,50,C20H21N5O4,[C:1]([N:2]1[C:3](=[O:4])[N:5]([C:6]([H:33])([H:34])[H:35])[C:7](=[O:8])[C:9]2([C:10]([H:36])([H:37])[c:11]3[c:12]([n:13][c:14]4[c:15]([H:38])[c:16]([H:39])[c:17]([H:40])[c:18]([H:41])[n:19]4[c:20]3=[O:21])[N:22]3[C:23]([H:42])([H:43])[C:24]([H:44])([H:45])[C:25]([H:46])([H:47])[C:26]([H:48])([H:49])[C:27]23[H:50])[C:28]1=[O:29])([H:30])([H:31])[H:32],0,0,-1350.440989030815,150x150,,150x150,376840,2817a64e5b98189e9f1e5b05ce61ef7d8d9cfd2ded0bd943a72c294bf2cde63c,hessians/orca/wb97m_d4_def2_tzvpd/hessian_0_sample_00798.h5,results/hessians/orca_wb97m_d4_def2_tzvpd/hessian_0_sample_798_orca_wb97m_d4_def2_tzvpd.h5
1229,hessian_0.h5,051f9404b7905362a28d016c604c7174,orca_wb97m_d4_def2_tzvpd,ORCA wB97M-D4/def2-TZVPD,dft,wB97M-D4/def2-TZVPD analytic Hessians with RIJCOSX,10,CH4FNO2Si,[C:1](=[O:2])([N:3]([Si:4]([H:8])([H:9])[H:10])[H:7])[O:5][F:6],0,0,-635.238287218015,30x30,,30x30,28872,ec69eeabf6c1b5fdab7e84884cc1511003d2ea572b8b9206da4d1a815d385029,hessians/orca/wb97m_d4_def2_tzvpd/hessian_0_sample_01229.h5,results/hessians/orca_wb97m_d4_def2_tzvpd/hessian_0_sample_1229_orca_wb97m_d4_def2_tzvpd.h5
2850,hessian_0.h5,0bbb65ff0c9a5660939073b37678d16b,orca_wb97m_d4_def2_tzvpd,ORCA wB97M-D4/def2-TZVPD,dft,wB97M-D4/def2-TZVPD analytic Hessians with RIJCOSX,8,C2H4S2,[C:1]1([H:5])([H:6])[S:2][C:3]([H:7])([H:8])[S:4]1,0,0,-875.145597131884,24x24,,24x24,23688,c93eeb45e73b7936b98d69a5832f2ebf56901fdb1cacc8e22d728348b425b52e,hessians/orca/wb97m_d4_def2_tzvpd/hessian_0_sample_02850.h5,results/hessians/orca_wb97m_d4_def2_tzvpd/hessian_0_sample_2850_orca_wb97m_d4_def2_tzvpd.h5
3155,hessian_0.h5,0cfb1ff13ab75b41bcdb1c082b31ee49,orca_wb97m_d4_def2_tzvpd,ORCA wB97M-D4/def2-TZVPD,dft,wB97M-D4/def2-TZVPD analytic Hessians with RIJCOSX,10,CH5NO2S,[N:1]([S+:2]([O-:5])[O:6][C:7]([H:8])([H:9])[H:10])([H:3])[H:4],0,0,-644.696648629913,30x30,,30x30,28872,fc83226b6ad29bed076bf8bcddc134bb666ea770c0bf60b6b5533ce3b79fc081,hessians/orca/wb97m_d4_def2_tzvpd/hessian_0_sample_03155.h5,results/hessians/orca_wb97m_d4_def2_tzvpd/hessian_0_sample_3155_orca_wb97m_d4_def2_tzvpd.h5
3860,hessian_0.h5,0fea7dc174005204b18f47830ca20905,orca_wb97m_d4_def2_tzvpd,ORCA wB97M-D4/def2-TZVPD,dft,wB97M-D4/def2-TZVPD analytic Hessians with RIJCOSX,5,H4Si,[Si:1]([H:2])([H:3])([H:4])[H:5],0,0,-291.922951360741,15x15,,15x15,18320,07240e79f293a2206240c92e79a7e3879ebb4bf39924fd7f216fbfa3c3c05ff2,hessians/orca/wb97m_d4_def2_tzvpd/hessian_0_sample_03860.h5,results/hessians/orca_wb97m_d4_def2_tzvpd/hessian_0_sample_3860_orca_wb97m_d4_def2_tzvpd.h5
5335,hessian_0.h5,15e18b7f4a4d592892ed379d9f90bbd3,orca_wb97m_d4_def2_tzvpd,ORCA wB97M-D4/def2-TZVPD,dft,wB97M-D4/def2-TZVPD analytic Hessians with RIJCOSX,7,C2H4Si,[C:1]([Si:2]#[C:3][H:7])([H:4])([H:5])[H:6],0,0,-368.067872789349,21x21,,21x21,21528,9352ff20f47243b27fd0f8dc4adda60b02512fb3c81c14aa6f09f78c2a4ea57a,hessians/orca/wb97m_d4_def2_tzvpd/hessian_0_sample_05335.h5,results/hessians/orca_wb97m_d4_def2_tzvpd/hessian_0_sample_5335_orca_wb97m_d4_def2_tzvpd.h5
5921,hessian_0.h5,185bc79c6e68556ca08c284b98992d0e,orca_wb97m_d4_def2_tzvpd,ORCA wB97M-D4/def2-TZVPD,dft,wB97M-D4/def2-TZVPD analytic Hessians with RIJCOSX,6,BF3O2,[B:1]([O:2][F:3])([O:4][F:5])[F:6],0,0,-475.018560612412,18x18,,18x18,19656,3797341fc359af927701799ec32c85264dcb9d183bbc2e448f4becd06496b63d,hessians/orca/wb97m_d4_def2_tzvpd/hessian_0_sample_05921.h5,results/hessians/orca_wb97m_d4_def2_tzvpd/hessian_0_sample_5921_orca_wb97m_d4_def2_tzvpd.h5
9719,hessian_0.h5,280e16f57201518dba1c8e795b01b191,orca_wb97m_d4_def2_tzvpd,ORCA wB97M-D4/def2-TZVPD,dft,wB97M-D4/def2-TZVPD analytic Hessians with RIJCOSX,5,H2Cl2Si,[H:1][Si:2]([H:3])([Cl:4])[Cl:5],0,0,-1211.372210006105,15x15,,15x15,18320,52571dc7e7d46b1e8a1ef0daf2045318cd5c687f1951309c71bc1d77434e58bc,hessians/orca/wb97m_d4_def2_tzvpd/hessian_0_sample_09719.h5,results/hessians/orca_wb97m_d4_def2_tzvpd/hessian_0_sample_9719_orca_wb97m_d4_def2_tzvpd.h5
47783,hessian_0.h5,c5fbf1f07e8c5eb1934fdd4cfc6b0b05,orca_wb97m_d4_def2_tzvpd,ORCA wB97M-D4/def2-TZVPD,dft,wB97M-D4/def2-TZVPD analytic Hessians with RIJCOSX,3,B2S,[B:1]1=[B:2][S:3]1,0,0,-447.847924796385,9x9,,9x9,13648,d9c588079b7c3780294f6bb795a39604cd7fbb55d63e7437db53a9836cf287e1,hessians/orca/wb97m_d4_def2_tzvpd/hessian_0_sample_47783.h5,results/hessians/orca_wb97m_d4_def2_tzvpd/hessian_0_sample_47783_orca_wb97m_d4_def2_tzvpd.h5
3860,hessian_0.h5,0fea7dc174005204b18f47830ca20905,pyscf_ccsd_t_cbs,PySCF RCCSD(T)/CBS,ab_initio,frozen-core RCCSD(T)/CBS using cc-pVTZ/cc-pVQZ finite-difference Hessians from analytic gradients,5,H4Si,[Si:1]([H:2])([H:3])([H:4])[H:5],0,0,-291.4564441191284,15x15,5x5x3x3,15x15,20768,14e875567e22014d54578b2b69f8df00fa5fa280460114e8dde46552c5ae647c,hessians/pyscf/ccsd_t_cbs/hessian_0_sample_03860.h5,results/hessians/ccsd_t_cbs/hessian_0_sample_3860_ccsd_t_cbs.h5
47783,hessian_0.h5,c5fbf1f07e8c5eb1934fdd4cfc6b0b05,pyscf_ccsd_t_cbs,PySCF RCCSD(T)/CBS,ab_initio,frozen-core RCCSD(T)/CBS using cc-pVTZ/cc-pVQZ finite-difference Hessians from analytic gradients,3,B2S,[B:1]1=[B:2][S:3]1,0,0,-447.22031974139566,9x9,3x3x3x3,9x9,16616,5986872d76892a1991fed2847878fdd0e73af96444ab9f947c0266089bbb9062,hessians/pyscf/ccsd_t_cbs/hessian_0_sample_47783.h5,results/hessians/ccsd_t_cbs/hessian_0_sample_47783_ccsd_t_cbs.h5
8,hessian_0.h5,000998e115ee5b04bbf75d2d15ece4ba,pyscf_wb97m_v_def2_tzvpd,PySCF wB97M-V/def2-TZVPD,dft,wB97M-V/def2-TZVPD analytic Hessians,13,C2H7O2PS,[C:1]([O:2][P:3]([C:4]([H:10])([H:11])[H:12])(=[O:5])[S:6][H:13])([H:7])([H:8])[H:9],0,0,-970.4871857955898,39x39,13x13x3x3,39x39,51160,fc7779421ce5eb9f82a3f6dedca7fb32d604a7eef33a4f4d84d6db50736cf506,hessians/pyscf/wb97m_v_def2_tzvpd/hessian_0_sample_00008.h5,results/hessians/no_df/hessian_0_sample_8_pyscf.h5
26,hessian_0.h5,001c62a118f7533b8c59b976f9c7d3d2,pyscf_wb97m_v_def2_tzvpd,PySCF wB97M-V/def2-TZVPD,dft,wB97M-V/def2-TZVPD analytic Hessians,20,C6H8N6,[C:1]([c:2]1[n:3][c:4]([N:5]([H:16])[H:17])[n:6][c:7]2[n:8][n:9][n:10]([C:11]([H:18])([H:19])[H:20])[c:12]12)([H:13])([H:14])[H:15],0,0,-561.977756735708,60x60,20x20x3x3,60x60,101056,5b6ed0271d6b5d88078b9f9765624bfe42354e0f7770f4599343ef688c67af7f,hessians/pyscf/wb97m_v_def2_tzvpd/hessian_0_sample_00026.h5,results/hessians/no_df/hessian_0_sample_26_pyscf.h5
33,hessian_0.h5,002507cb64815682913f76bbf13e90a1,pyscf_wb97m_v_def2_tzvpd,PySCF wB97M-V/def2-TZVPD,dft,wB97M-V/def2-TZVPD analytic Hessians,24,C12H10N2,[C:1]([c:2]1[c:3]([H:18])[n:4][c:5]2[c:6]([H:19])[c:7]([H:20])[c:8]([H:21])[c:9]([C:10]#[N:11])[c:12]2[c:13]1[C:14]([H:22])([H:23])[H:24])([H:15])([H:16])[H:17],0,0,-572.7942187419235,72x72,24x24x3x3,72x72,139072,82017c6027d340bb5069476d5452c36c941468e5b8c0f4e4ca60b32bbc66ee3e,hessians/pyscf/wb97m_v_def2_tzvpd/hessian_0_sample_00033.h5,results/hessians/no_df/hessian_0_sample_33_pyscf.h5
35,hessian_0.h5,0028723809a658a1932e24a9e8e0475b,pyscf_wb97m_v_def2_tzvpd,PySCF wB97M-V/def2-TZVPD,dft,wB97M-V/def2-TZVPD analytic Hessians,15,C7H6BN,[b:1]1[c:2]([C:7]#[C:8][C:9]([H:13])([H:14])[H:15])[c:3]([H:10])[n:4][c:5]([H:11])[c:6]1[H:12],0,0,-349.8237182962557,45x45,15x15x3x3,45x45,63256,426d248233efa302d90d053416442f313e86ab0d970afbdef53f9ec88537d929,hessians/pyscf/wb97m_v_def2_tzvpd/hessian_0_sample_00035.h5,results/hessians/no_df/hessian_0_sample_35_pyscf.h5
37,hessian_0.h5,002ca27674e05dd2aea09939e2ea55e1,pyscf_wb97m_v_def2_tzvpd,PySCF wB97M-V/def2-TZVPD,dft,wB97M-V/def2-TZVPD analytic Hessians,20,C9H7ClN2S,[Cl:1][c:2]1[n:3][c:5]([C:6]([c:8]2[c:11]([H:14])[c:13]([H:16])[c:15]([H:18])[c:17]([H:19])[c:12]2[H:20])([H:9])[H:10])[n:7][s:4]1,0,0,-1315.0608555291597,60x60,20x20x3x3,60x60,101056,b5641af1fe4e4062e74914b729e16435b109427c86b2720802ac59ebbf675336,hessians/pyscf/wb97m_v_def2_tzvpd/hessian_0_sample_00037.h5,results/hessians/no_df/hessian_0_sample_37_pyscf.h5
39,hessian_0.h5,002de88834ca5a90aa95a1c807d9c3a7,pyscf_wb97m_v_def2_tzvpd,PySCF wB97M-V/def2-TZVPD,dft,wB97M-V/def2-TZVPD analytic Hessians,24,C10H9ClN2O2,[C:1]([O:2][C:3](=[O:4])[n:5]1[n:6][c:8]([C:9]([H:22])([H:23])[H:24])[c:10]2[c:7]1[c:16]([H:18])[c:15]([H:17])[c:12]([Cl:14])[c:11]2[H:13])([H:19])([H:20])[H:21],0,0,-1106.6671539966374,72x72,24x24x3x3,72x72,139072,7053cb061d123579b80a81455cacaea5a8aa47795c7b1b9f2dd2a5c49c487309,hessians/pyscf/wb97m_v_def2_tzvpd/hessian_0_sample_00039.h5,results/hessians/no_df/hessian_0_sample_39_pyscf.h5
51,hessian_0.h5,0035debde37c5caf893ca44ff1c570a1,pyscf_wb97m_v_def2_tzvpd,PySCF wB97M-V/def2-TZVPD,dft,wB97M-V/def2-TZVPD analytic Hessians,20,C7H8N2O3,[O:1]=[C:2]([O:3][H:13])[c:4]1[n:5][n:6]([H:14])[c:7]2[c:8]1[C:9]([H:15])([H:16])[O:10][C:11]([H:17])([H:18])[C:12]2([H:19])[H:20],0,0,-606.7794504788811,60x60,20x20x3x3,60x60,101056,2b80be9ddfaaab9207917bbca0f8c8b0cc62d62e32be214daec71d6e806a51c8,hessians/pyscf/wb97m_v_def2_tzvpd/hessian_0_sample_00051.h5,results/hessians/no_df/hessian_0_sample_51_pyscf.h5
56,hessian_0.h5,003a984206be5840b2277c37bfcedc59,pyscf_wb97m_v_def2_tzvpd,PySCF wB97M-V/def2-TZVPD,dft,wB97M-V/def2-TZVPD analytic Hessians,15,C5H8F2,[C:1]([C:2]1([H:11])[C:3]([C:4]([H:13])([H:14])[H:15])([H:12])[C:5]1([F:6])[F:7])([H:8])([H:9])[H:10],0,0,-395.01732762064,45x45,15x15x3x3,45x45,63256,a75379b7faaadd241944ebbb44b0b49487665bcdf8d1ba833cd8200599fb82a9,hessians/pyscf/wb97m_v_def2_tzvpd/hessian_0_sample_00056.h5,results/hessians/no_df/hessian_0_sample_56_pyscf.h5
63,hessian_0.h5,004190054fb65b2b8ba9af688d5dbaa9,pyscf_wb97m_v_def2_tzvpd,PySCF wB97M-V/def2-TZVPD,dft,wB97M-V/def2-TZVPD analytic Hessians,24,C10H11ClO2,[O:1]([C:2]1([H:15])[C:3]([Cl:4])([H:16])[C:5]([H:17])([H:18])[O:6][C:7]1([c:8]1[c:9]([H:20])[c:10]([H:21])[c:11]([H:22])[c:12]([H:23])[c:13]1[H:24])[H:19])[H:14],0,0,-998.3205522490384,72x72,24x24x3x3,72x72,139072,f8a364afd9f764bd61ad6df20335e4499251eac9631f974ce22bcd92d07b167c,hessians/pyscf/wb97m_v_def2_tzvpd/hessian_0_sample_00063.h5,results/hessians/no_df/hessian_0_sample_63_pyscf.h5
67,hessian_0.h5,0044176590155a78b7dd9262c0d56a42,pyscf_wb97m_v_def2_tzvpd,PySCF wB97M-V/def2-TZVPD,dft,wB97M-V/def2-TZVPD analytic Hessians,18,C6H8N2O2,[C:1]([C:2]([O:6][C:9](=[O:10])[C:11]1=[C:12]([H:14])[C:15]([H:17])([H:18])[N:16]=[N:13]1)([H:7])[H:8])([H:3])([H:4])[H:5],0,0,-493.3747024122829,54x54,18x18x3x3,54x54,84640,46444838a528b491b100792c859f57b901e5d19e20cb3c29dc36cdf50c4caeb1,hessians/pyscf/wb97m_v_def2_tzvpd/hessian_0_sample_00067.h5,results/hessians/no_df/hessian_0_sample_67_pyscf.h5
77,hessian_0.h5,0049a5a715945177b6552c159f98743d,pyscf_wb97m_v_def2_tzvpd,PySCF wB97M-V/def2-TZVPD,dft,wB97M-V/def2-TZVPD analytic Hessians,18,C8H6ClFNO,[C:1]([C:2](=[O:3])[N-:4][c:5]1[c:6]([H:16])[c:7]([H:17])[c:8]([H:18])[c:9]([Cl:10])[c:11]1[F:12])([H:13])([H:14])[H:15],-1,0,-998.5731310430539,54x54,18x18x3x3,54x54,84640,2a99c816e72153da435cc34fbc72b3c16c488fcdcc808da6047ff02c69cad5f5,hessians/pyscf/wb97m_v_def2_tzvpd/hessian_0_sample_00077.h5,results/hessians/no_df/hessian_0_sample_77_pyscf.h5
